"Nome","População","Bandeira","Coat of Arms","Endereço"
"Embu-Guaçu-SP","69 385","","","Rua Coronel Luiz Tenorio de Brito, 458 – Embu-Guaçu – SP – CEP: 06900-000"
"Embu das Artes-SP","250 691","","","Rua Andrônico dos Prazeres Gonçalves, 114 - Centro"
"Embaúba-SP","2 423","","","Avenida São Domingos, 26 – Embaúba – SP – CEP: 15425-000"
"Emas-PB","3 528","","","Avenida Vice-Prefeito João Kennedy Gomes Batista, s/n – Emas – PB – CEP: 58763-000"
"Elói Mendes-MG","26 336","","","Rua Cel Antônio Pedro Mendes, 225 – Elói Mendes – MG – CEP: 37110-000"
"Elísio Medrado-BA","8 119","","","Praça Salvador Andrade, s/n – Elísio Medrado – BA – CEP: 45305-000"
"Elisiário-SP","3 120","","","Avenida Alfredo Magatti, 24 – Elisiário – SP – CEP: 15823-000"
"Eliseu Martins-PI","4 377","","","Praça Gov Alberto Silva, 442 – Eliseu Martins – PI – CEP: 64880-000"
"Elias Fausto-SP","15 796","","","Rua Siqueira Campos, 100 – Elias Fausto – SP – CEP: 13350-000"
"Elesbão Veloso-PI","14 630","","","Praça José Martins, 41 – Elesbão Veloso – PI – CEP: 64325-000"
"Eldorado-SP","13 069","","","Praça Nossa Sra da Guia, 348 – Eldorado – SP – CEP: 11960-000"
"Eldorado-MS","12 079","","","Avenida Pres Tancredo Neves, 1191 – Eldorado – MS – CEP: 79970-000"
"Eldorado do Sul-RS","42 490","","","Estrada da Arrozeira, 270 – Eldorado do Sul – RS – CEP: 92990-000"
"Eldorado do Carajás-PA","33 940","","","Rua Rio Vermelho, QD 051 – Centro, 68524-000"
"Eirunepé-AM","33 170","","","Rua Intendente José Pedro, 244 – Eirunepé – AM – CEP: 69880-000"
"Edéia-GO","12 559","","","Avenida Presidente Kenedy, 161 – Edéia – GO – CEP: 75940-000"
"Edealina-GO","3 733","","","Rua 21 Quadra 4, s/n – Edealina – GO – CEP: 75945-000"
"Ecoporanga-ES","23 014","","","Rua Suelon Dias Mendonça, 20 – Ecoporanga – ES – CEP: 29850-000"
"Echaporã-SP","6 205","","","Praça Riodante Fontana, 10 – Echaporã – SP – CEP: 19830-000"
"Durandé-MG","7 841","","","Rua Álvaro Moreira da Silva, 615 – Durandé – MG – CEP: 36974-000"
"Duque de Caxias-RJ","808 152","","","Alameda Dona Esmeralda, 206 – Duque de Caxias – RJ – CEP: 25215-260"
"Duque Bacelar-MA","10 223","","","Avenida Coronel Rosalino, 167 – Duque Bacelar – MA – CEP: 65625-000"
"Dumont-SP","10 023","","","Praça Josefina Negri, 21 – Dumont – SP – CEP: 14120-000"
"Dueré-TO","4 727","","","Rua Pinheiro Barros, 221 – Dueré – TO – CEP: 77485-000"
"Duas Estradas-PB","3 640","","","Rua do Comércio, 23 – Duas Estradas – PB – CEP: 58265-000"
"Duas Barras-RJ","11 563","","","Praça Governador Portela, 7 – Duas Barras – RJ – CEP: 28650-000"
"Duartina-SP","12 421","","","Rua Henrique Ortelã, 127 – Duartina – SP – CEP: 17470-000"
"Dracena-SP","47 287","","","Avenida José Bonifácio, 1437 – Dracena – SP – CEP: 17900-000"
"Doverlândia-GO","7 892","","","Avenida Independência, 470 – Doverlândia – GO – CEP: 75855-000"
"Doutor Ulysses-PR","5 697","","","Rua Olívio Gabriel de Oliveira, s/n – Doutor Ulysses – PR – CEP: 83590-000"
"Doutor Severiano-RN","7 068","","","Rua Pe Tertuliano Fernandes, 21 – Doutor Severiano – RN – CEP: 59910-000"
"Doutor Ricardo-RS","1 967","","","Rodovia RS 332 Km 21 prédio 3699 – Doutor Ricardo – RS – CEP: 95967-000"
"Doutor Pedrinho-SC","3 990","","","Rua Brasília, 2 – Doutor Pedrinho – SC – CEP: 89126-000"
"Doutor Maurício Cardoso-RS","4 380","","","Rua Marechal Deodoro, 967 – Doutor Maurício Cardoso – RS – CEP: 98925-000"
"Doutor Camargo-PR","9 234","","","Rua Xavier da Silva, 1000  – Doutor Camargo – PR – CEP: 87155-000"
"Dourados-MS","243 368","","","Rua Coronel Ponciano 1700 – Dourados – MS – CEP: 79830-220"
"Douradoquara-MG","1 829","","","Avenida Antônio Davi Ramos, 340 – Douradoquara – MG – CEP: 38530-000"
"Dourado-SP","8 890","","","Praça Alfredo Araújo, 575 – Dourado – SP – CEP: 13590-000"
"Douradina-PR","8 621","","","Avenida Brasil, 701 – Douradina – PR – CEP: 87485-000"
"Douradina-MS","5 924","","","Rua Domingos da Silva, 44 – Douradina – MS – CEP: 79880-000"
"Dormentes-PE","18 734","","","Rua José Clementino Rodrigues Coelho, 60 – Dormentes – PE – CEP: 56355-000"
"Doresópolis-MG","1 440","","","Praça Tiradentes, 29 – Doresópolis – MG – CEP: 37926-000"
"Dores do Turvo-MG","4 439","","","Praça Cônego Agostinho José Resende, 30 – Dores do Turvo – MG – CEP: 36513-000"
"Dores do Rio Preto-ES","6 596","","","Rua Pedro de Alcântara Galvêas, 122 – Dores do Rio Preto – ES – CEP: 29580-000"
"Dores do Indaiá-MG","13 781","","","Rua Mestra Angélica, 318 – Dores do Indaiá – MG – CEP: 35610-000"
"Dores de Guanhães-MG","5 029","","","Rua Castro Alves, 29 – Dores de Guanhães – MG – CEP: 35894-000"
"Dores de Campos-MG","10 007","","","Praça Francisco de Castro, 28 – Dores de Campos – MG – CEP: 36213-000"
"Dona Inês-PB","11 517","","","– Dona Inês – PB – CEP:"
"Dona Francisca-RS","2 958","","","Rua do Comércio, 619 – Dona Francisca – RS – CEP: 97280-000"
"Dona Euzébia-MG","6 093","","","Avenida Antônio Esteves Ribeiro, 340 – Dona Euzébia – MG – CEP: 36784-000"
"Dona Emma-SC","4 186","","","Rua Alberto Koglin, 3493 – Dona Emma – SC – CEP: 89155-000"
"Domingos Mourão-PI","4 264","","","Praça da Matriz, 135 – Domingos Mourão – PI – CEP: 64250-000"
"Domingos Martins-ES","34 120","","","Rua Bernardino Monteiro, 22 – Domingos Martins – ES – CEP: 29260-000"
"Dom Viçoso-MG","2 994","","","Rua Valdemar de Oliveira, 01 – Dom Viçoso – MG – CEP: 37474-000"
"Dom Silvério-MG","5 227","","","Praça Pres Vargas, 143 – Dom Silvério – MG – CEP: 35440-000"
"Dom Pedro-MA","23 053","","","Praça Teixeira de Freitas, 72 – Dom Pedro – MA – CEP: 65765-000"
"Dom Pedro de Alcântara-RS","2 520","","","Avenida Central, 89 – Dom Pedro de Alcântara – RS – CEP: 95568-000"
"Dom Pedrito-RS","38 222","","","Praça General Osório, s/n – Dom Pedrito – RS – CEP: 96450-000"
"Dom Macedo Costa-BA","4 407","","","Praça Cônego José Lourenço, s/n – Dom Macedo Costa – BA – CEP: 44560-000"
"Dom Joaquim-MG","4 535","","","Praça Cônego Firmiano, 40 – Dom Joaquim – MG – CEP: 35865-000"
"Dom Inocêncio-PI","9 245","","","Praça Camaratuba, s/n – Dom Inocêncio – PI – CEP: 64790-000"
"Dom Feliciano-RS","15 556","","","Avenida Borges de Medeiros, 279 – Dom Feliciano – RS – CEP: 96190-000"
"Dom Expedito Lopes-PI","6 587","","","Rua São João, 55 – Dom Expedito Lopes – PI – CEP: 64620-000"
"Dom Eliseu-PA","61 206","","","Avenida Juscelino Kubitschek de Oliveira, 2  – Dom Eliseu – PA – CEP: 68633-000"
"Dom Cavati-MG","4 904","","","Rua Novo Horizonte, 303 – Dom Cavati – MG – CEP: 35148-000"
"Dom Bosco-MG","3 818","","","Praça Eliane Queiroz da Silva, 25 – Dom Bosco – MG – CEP: 38654-000"
"Dom Basílio-BA","11 884","","","Rua Manoel Araújo, 01 – Dom Basílio – BA – CEP: 46165-000"
"Dom Aquino-MT","8 178","","","Avenida Cuiabá, 143 – Dom Aquino – MT – CEP: 78830-000"
"Dolcinópolis-SP","2 096","","","Avenida Elídio Massarenti, 1320 – Dolcinópolis – SP – CEP: 15740-000"
"Dois Vizinhos-PR","44 869","","","Avenida Rio Grande do Sul, 130 – Dois Vizinhos – PR – CEP: 85660-000"
"Dois Riachos-AL","11 059","","","Avenida Miguel Vieira de Novaes, 100 – Dois Riachos – AL – CEP: 57560-000"
"Dois Lajeados-RS","3 410","","","Rua Dr Afrânio Hidalgo Lemos, 549 – Dois Lajeados – RS – CEP: 99220-000"
"Dois Irmãos-RS","30 472","","","Rua Berlim, 240 – Dois Irmãos – RS – CEP: 93950-000"
"Dois Irmãos do Tocantins-TO","7 161","","","Avenida Pará, 178 – Dois Irmãos do Tocantins – TO – CEP: 77685-000"
"Dois Irmãos do Buriti-MS","10 442","","","Avenida Reginaldo Lemes da Silva, 01 – Dois Irmãos do Buriti – MS – CEP: 79215-000"
"Dois Irmãos das Missões-RS","1 992","","","R, 20 de Setembro, s/n – Dois Irmãos das Missões – RS – CEP: 98385-000"
"Dois Córregos-SP","27 704","","","Praça Francisco Simões, s/n – Dois Córregos – SP – CEP: 17300-000"
"Dobrada-SP","7 939","","","Praça Dr Carlos Pinto Alves, 145 – Dobrada – SP – CEP: 15980-000"
"Divisópolis-MG","9 838","","","Praça Antônio Silveira, 76 – Divisópolis – MG – CEP: 39912-000"
"Divisa Nova-MG","6 068","","","Praça Pres Vargas, 01 – Divisa Nova – MG – CEP: 37134-000"
"Divisa Alegre-MG","6 946","","","Rua Alfredo Luiz Bahia, 04 – Divisa Alegre – MG – CEP: 39995-000"
"Divinópolis-MG","231 091","","","Rua Pernambuco, 60 – Divinópolis – MG – CEP: 35500-008"
"Divinópolis do Tocantins-TO","6 363","","","Avenida Sebastião Borba Santos, 606 – Divinópolis do Tocantins – TO – CEP: 77670-000"
"Divinópolis de Goiás-GO","5 007","","","Praça São João Batista, s/n – Divinópolis de Goiás – GO – CEP: 73865-000"
"Divinolândia-SP","11 209","","","Rua XV de Novembro, 261 – Divinolândia – SP – CEP: 13780-000"
"Divinolândia de Minas-MG","6 516","","","Rua Monsenhor Ayala, 37 – Divinolândia de Minas – MG – CEP: 39735-000"
"Divino-MG","19 976","","","Rua Marinho Carlos de Souza, 5 – Divino – MG – CEP: 36820-000"
"Divino de São Lourenço-ES","4 669","","","Praça 10 de Agosto, 10 – Divino de São Lourenço – ES – CEP: 29590-000"
"Divino das Laranjeiras-MG","4 979","","","Praça Anacleto Falci, 280 – Divino das Laranjeiras – MG – CEP: 35265-000"
"Divinésia-MG","4 226","","","Rua Padre Jacinto 16 – Divinésia – MG – CEP: 36546-000"
"Divina Pastora-SE","5 058","","","Praça da Matriz, 49 – Divina Pastora – SE – CEP: 49650-000"
"Dirceu Arcoverde-PI","7 046","","","Avenida Joaquim Amâncio Ribeiro, s/n – Dirceu Arcoverde – PI – CEP: 64785-000"
"Dirce Reis-SP","1 799","","","Rua Catulo da Paixão Cearense, 415 – Dirce Reis – SP – CEP: 15715-000"
"Diorama-GO","2 479","","","Avenida Dep José de Assis, s/n – Diorama – GO – CEP: 76260-000"
"Dionísio-MG","6 847","","","Praça São Sebastião, 433 – Dionísio – MG – CEP: 35984-000"
"Dionísio Cerqueira-SC","15 008","","","Rua República Argentina, 254 – Dionísio Cerqueira – SC – CEP: 89950-000"
"Diogo de Vasconcelos-MG","3 549","","","Rua Padre Arlindo Vieira, 03 – Diogo de Vasconcelos – MG – CEP: 35437-000"
"Dilermando de Aguiar-RS","2 991","","","Av. Ibicuí, 1001 - Centro, Dilermando de Aguiar - RS, 97180-000"
"Dias d'Ávila-BA","83 705","","","Rua Raimundo Tabireza, 413 – Dias d’Ávila – BA – CEP: 42850-000"
"Dianópolis-TO","22 704","","","Rua Jaime Pontes, 256 – Dianópolis – TO – CEP: 77300-000"
"Diamantino-MT","20 420","","","Avenida Des Joaquim Pereira Ferreira Mendes, 2341 – Diamantino – MT – CEP: 78400-000"
"Diamantina-MG","47 702","","","Praça Conselheiro Mata, 11 – Diamantina – MG – CEP: 39100-000"
"Diamante-PB","6 616","","","Rua Possidônio José da Costa, s/n – Diamante – PB – CEP: 58994-000"
"Diamante do Sul-PR","3 409","","","Rua Getúlio Vargas, s/n – Diamante do Sul – PR – CEP: 85408-000"
"Diamante do Norte-PR","5 524","","","Rua José Vicente, 257 – Diamante do Norte – PR – CEP: 87990-000"
"Diamante d'Oeste-PR","5 253","","","Rua Pres Castelo Branco, 597 – Diamante d’Oeste – PR – CEP: 85896-000"
"Diadema-SP","429 550","","","Rua Almirante Barroso, 111 – Diadema – SP – CEP: 09912-170"
"Dezesseis de Novembro-RS","2 331","","","Rua Sto Antonio, 1243 – Dezesseis de Novembro – RS – CEP: 97845-000"
"Desterro-PB","8 306","","","Rua Cônego Florentino, 1 – Desterro – PB – CEP: 58695-000"
"Desterro do Melo-MG","2 867","","","Avenida Silvério Augusto de Melo, s/n – Desterro do Melo – MG – CEP: 36210-000"
"Desterro de Entre Rios-MG","7 002","","","Rua Teófilo Andrade, 66 – Desterro de Entre Rios – MG – CEP: 35494-000"
"Descoberto-MG","4 768","","","Rua Capitão Basílio, 39 – Descoberto – MG – CEP: 36690-000"
"Descanso-SC","8 136","","","Avenida Marechal Deodoro, 146 – Descanso – SC – CEP: 89910-000"
"Descalvado-SP","31 916","","","Rua José Querino Ribeiro, 55 – Descalvado – SP – CEP: 13690-000"
"Derrubadas-RS","2 718","","","Rua Ijuí, 500 – Derrubadas – RS – CEP: 98528-000"
"Deputado Irapuan Pinheiro-CE","9 094","","","Rua José Josué da Costa, s/n – Deputado Irapuan Pinheiro – CE – CEP: 63645-000"
"Deodápolis-MS","12 868","","","Avenida Dom Pedro Il, 443 – Deodápolis – MS – CEP: 79790-000"
"Denise-MT","9 626","","","Praça Brasília 111 – Denise – MT – CEP: 78380-000"
"Demerval Lobão-PI","16 352","","","Avenida Pe Joaquim Nonato, 132 – Demerval Lobão – PI – CEP: 64390-000"
"Delta-MG","9 707","","","Avenida José Agostinho Filho, 423 – Delta – MG – CEP: 38108-000"
"Delmiro Gouveia-AL","51 763","","","Praça da Matriz, 8 – Delmiro Gouveia – AL – CEP: 57480-000"
"Delfinópolis-MG","7 186","","","Praça Manoel Leite Lemos, 115 – Delfinópolis – MG – CEP: 37910-000"
"Delfim Moreira-MG","7 952","","","Avenida Presidente Tâncredo Neves, 56 – Delfim Moreira – MG – CEP: 37514-000"
"Davinópolis-MA","14 404","","","Rua Adália, s/n – Davinópolis – MA – CEP: 65927-000"
"Davinópolis-GO","2 133","","","Avenida Dorcília Cândida de Jesus, 2 – Davinópolis – GO – CEP: 75730-000"
"David Canabarro-RS","4 732","","","Rua Ernesto Risatto, 265 – David Canabarro – RS – CEP: 99980-000"
"Datas-MG","5 465","","","Praça Divino Espirito Santo, 10 – Datas – MG – CEP: 39130-000"
"Dário Meira-BA","10 710","","","Rua Isaías Rego, 01 – Dário Meira – BA – CEP: 45590-000"
"Darcinópolis-TO","5 273","","","Praça Antônio Dias da Silveira, s/n – Darcinópolis – TO – CEP: 77910-000"
"Damolândia-GO","2 919","","","Praça Hugo Costa, 01 – Damolândia – GO – CEP: 75420-000"
"Damião-PB","5 900","","","Rua Joveniano Gomes de Lima, 08 – Damião – PB – CEP: 58173-000"
"Damianópolis-GO","3 292","","","Avenida Goiás, 139 – Damianópolis – GO – CEP: 73980-000"
"Cutias-AP","5 864","","","Avenida 1º de Maio, 34 – Cutias – AP – CEP: 68973-000"
"Custódia-PE","37663","","","Travessa Helena Aleixo, 132, 1° andar – Custódia – PE – CEP: 56640-000"
"Curvelo-MG","80 352","","","Avenida Dom Pedro 2, 487 – Curvelo – MG – CEP: 35790-000"
"Curvelândia-MT","5 241","","","Rua PORTUGUAL, s/nº BAIRRO POR DO SOL  – Curvelândia – MT – CEP: 78237-000"
"Cururupu-MA","30 805","","","Rua Getulio Vargas, 20 – Cururupu – MA – CEP: 65268-000"
"Curuçá-PA","38 391","","","Praça Coronel Horácio, 70 – Curuçá – PA – CEP: 68750-000"
"Curuá-PA","14 587","","","R, 3 de Dezembro, 307 – Curuá – PA – CEP: 68210-970"
"Curralinhos-PI","4 182","","","Avenida São Raimundo, 91 – Curralinhos – PI – CEP: 64453-000"
"Curralinho-PA","32 881","","","Avenida Jarbas Passarinho, s/n – Curralinho – PA – CEP: 68815-000"
"Curral Velho-PB","2 505","","","Rua TEM IRINEU LACERDA 84 – Curral Velho – PB – CEP: 58990-000"
"Curral Novo do Piauí-PI","4 870","","","Avenida Boa Esperança, s/n – Curral Novo do Piauí – PI – CEP: 64595-000"
"Curral de Dentro-MG","6 913","","","Praça Miguel Alves dos Santos, 214 A – Curral de Dentro – MG – CEP: 39569-000"
"Curral de Cima-PB","5 227","","","Rua Principal, s/n – Curral de Cima – PB – CEP: 58291-000"
"Currais-PI","4 704","","","Praça da Igreja, s/n – Currais – PI – CEP: 64905-000"
"Currais Novos-RN","45 022","","","Praça Desembargador Tomaz Salustino, 90 – Currais Novos – RN – CEP: 59380-000"
"Curiúva-PR","15 003","","","Avenida Antônio Cunha, 365 – – Curiúva – PR – CEP: 84280-000"
"Curitibanos-SC","39 595","","","Rua Coronel Vidal Ramos, 860 Cx Postal 81 – Curitibanos – SC – CEP: 89520-000"
"Curitiba-PR","1 773 718","","","Avenida Cândido de Abreu, 817 – Curitiba – PR – CEP: 80530-908"
"Curionópolis-PA","17 846","","","Minas Gerais, 190 – Curionópolis – PA – CEP: 68523-000"
"Curimatá-PI","10 765","","","Praça Abdias Albuquerque, 427 – Curimatá – PI – CEP: 64960-000"
"Curaçá-BA","35 065","","","Praça Bom Jesus, 311 – Curaçá – BA – CEP: 48930-000"
"Cupira-PE","24 237","","","Rua Desembargador Filismino Guedes, 135 – Cupira – PE – CEP: 55460-000"
"Cuparaque-MG","5 026","","","Avenida Moacir Albuquerque, 477 – Cuparaque – MG – CEP: 35246-000"
"Cunhataí-SC","1 957","","","Avenida 29 de setembro, 450 – Cunhataí – SC – CEP: 89886-000"
"Cunha-SP","21 547","","","Praça Cônego Siqueira, 27 – Cunha – SP – CEP: 12530-000"
"Cunha Porã-SC","10 953","","","Rua Moura Brasil, 1639 Cx Postal 41 – Cunha Porã – SC – CEP: 89890-000"
"Cumbe-SE","3 985","","","Avenida Leandro Maciel, 8 – Cumbe – SE – CEP: 49660-000"
"Cumaru-PE","13 960","","","Rua João de Moura Borba, 224 – Cumaru – PE – CEP: 55655-000"
"Cumaru do Norte-PA","13 761","","","Avenida das Nações, 73 – Cumaru do Norte – PA – CEP: 68398-000"
"Cumari-GO","2 837","","","Praça São João Batista, 01 – Cumari – GO – CEP: 75760-000"
"Cujubim-RO","14 863","","","Avenida Condor, 2588 – Cujubim – RO – CEP: 76864-000"
"Cuitegi-PB","6 889","","","Rua Nossa Senhora do Rosário, 35 – Cuitegi – PB – CEP: 58208-000"
"Cuité-PB","20 348","","","Rua 15 de Novembro 159 – Cuité – PB – CEP: 58175-000"
"Cuité de Mamanguape-PB","6 356","","","Rua Severino Jorge de Sena, 1 111 – Cuité de Mamanguape – PB – CEP: 58289-000"
"Cuiabá-MT","650 912","","","Palácio Alencastro Praça 7 andar – Cuiabá – MT – CEP: 78005-580"
"Cubati-PB","7 234","","","Rua José Araújo Dantas, 138 – Cubati – PB – CEP: 58167-000"
"Cubatão-SP","133 821","","","Praça dos Emancipadores, s/n – Cubatão – SP – CEP: 11510-900"
"Cruzmaltina-PR","3 162","","","Avenida Pe Gualter Farias Negrão, 40 – Cruzmaltina – PR – CEP: 86855-000"
"Cruzília-MG","15 417","","","Rua Cel Cornélio Maciel, 135 – Cruzília – MG – CEP: 37445-000"
"Cruzeta-RN","8 005","","","Praça João de Góes, 167 – Cruzeta – RN – CEP: 59375-000"
"Cruzeiro-SP","74 961","","","Rua Capitão Neco, 118 – Cruzeiro – SP – CEP: 12701-907"
"Cruzeiro do Sul-RS","12 457","","","Rua São Gabriel, 72 – Cruzeiro do Sul – RS – CEP: 95930-000"
"Cruzeiro do Sul-PR","4 563","","","Avenida Dr Gastão Vidigal, 600 – Cruzeiro do Sul – PR – CEP: 87650-000"
"Cruzeiro do Sul-AC","91 888","","","Rua Rui Barbosa, 67 – Cruzeiro do Sul – AC – CEP: 69980-000"
"Cruzeiro do Oeste-PR","23 831","","","Rua João Ormindo de Resende, 686 – Cruzeiro do Oeste – PR – CEP: 87400-000"
"Cruzeiro do Iguaçu-PR","4 274","","","Avenida 13 de Maio, 906 – – Cruzeiro do Iguaçu – PR – CEP: 85598-000"
"Cruzeiro da Fortaleza-MG","3 934","","","Praça do Santuário, 1373- Centro – Cruzeiro da Fortaleza – MG – CEP: 38735-000"
"Cruzaltense-RS","1 765","","","Rua Gonçalo Coelho, 300 – Cruzaltense – RS – CEP: 99665-000"
"Cruzália-SP","2 270","","","Rua Prefeito Francisco Bernardo Bertholino, 350 – Cruzália – SP – CEP: 19860-000"
"Cruz-CE","22 887","","","Avenida 14 de janeiro Praça dos Três Poderes – Cruz – CE – CEP: 62595-000"
"Cruz Machado-PR","18 741","","","Avenida Vitória, 167 – Cruz Machado – PR – CEP: 84620-000"
"Cruz do Espírito Santo-PB","16 317","","","Praça dos 3 Poderes, s/n – Cruz do Espírito Santo – PB – CEP: 58337-000"
"Cruz das Almas-BA","60 346","","","Praça Senador Temístocles, 756 – Cruz das Almas – BA – CEP: 44380-000"
"Cruz Alta-RS","58 913","","","Avenida General Osório, 533 – Cruz Alta – RS – CEP: 98005-150"
"Crucilândia-MG","5 434","","","Avenida Ernesto Antunes da Cunha, 67 – Crucilândia – MG – CEP: 35520-000"
"Cromínia-GO","3 605","","","Praça Antônio Parreira Duarte, s/n – Cromínia – GO – CEP: 75635-000"
"Croatá-CE","17 802","","","Rua Manoel Braga nº573 – Croatá – CE – CEP: 62390-000"
"Crixás-GO","16 695","","","Praça Inacio José de Campos, 1 – Crixás – GO – CEP: 76510-000"
"Crixás do Tocantins-TO","1 720","","","Avenida Marechal Rondon – Crixás do Tocantins – TO – CEP: 77463-000"
"Cristópolis-BA","14 409","","","Avenida Major Claro, 160 – Cristópolis – BA – CEP: 47950-000"
"Cristino Castro-PI","10 503","","","Avenida Davi Campos, s/n – Cristino Castro – PI – CEP: 64920-000"
"Cristinápolis-SE","17 100","","","Praça da Bandeira, 81 – Cristinápolis – SE – CEP: 49270-000"
"Cristina-MG","10 374","","","Praça Santo Antônio, 28 – Cristina – MG – CEP: 37476-000"
"Cristianópolis-GO","3 020","","","Rua Wilson da Paixão, 1 – Cristianópolis – GO – CEP: 75230-000"
"Cristiano Otoni-MG","5 007","","","Rua Manoel Domingos Baeta, 191 – Cristiano Otoni – MG – CEP: 36426-000"
"Cristalina-GO","62 249","","","Praça Otto Mohn, s/n – Cristalina – GO – CEP: 73850-000"
"Cristália-MG","5 971","","","Avenida Boa Vista, 142 – Cristália – MG – CEP: 39598-000"
"Cristalândia-TO","7 218","","","Praça Pedro Brás, 1 – Cristalândia – TO – CEP: 77490-000"
"Cristalândia do Piauí-PI","7 831","","","Avenida Luís Cunha Nogueira, 288 – Cristalândia do Piauí – PI – CEP: 64995-000"
"Cristal-RS","8 121","","","R, 7 de Setembro, 177 – Cristal – RS – CEP: 96195-000"
"Cristal do Sul-RS","2 840","","","Avenida Marcelino Zadinello, 777 – Cristal do Sul – RS – CEP: 98368-000"
"Cristais-MG","13 060","","","Praça Joaquim Luís da Costa Maia, 01 – Cristais – MG – CEP: 37275-000"
"Cristais Paulista-SP","8 631","","","Avenida Antônio Prado, 2720 – Cristais Paulista – SP – CEP: 14460-000"
"Crissiumal-RS","13 269","","","Avenida Pres Castelo Branco, 424 – Crissiumal – RS – CEP: 98640-000"
"Crisópolis-BA","19 729","","","Rua 12 de março, 84 – Crisópolis – BA – CEP: 48480-000"
"Crisólita-MG","6 040","","","Praça José Quaresma da Costa, 8 – Crisólita – MG – CEP: 39885-000"
"Criciúma-SC","219 393","","","Rua Domênico Sônego, 542 – Criciúma – SC – CEP: 88804-050"
"Cravolândia-BA","4 415","","","Praça Lomanto Júnior, s/n – Cravolândia – BA – CEP: 45330-000"
"Cravinhos-SP","46 530","","","Rua Tiradentes, 253 – Cravinhos – SP – CEP: 14140-000"
"Crato-CE","133 913","","","Largo Júlio Saraiva, s/n – Crato – CE – CEP: 07310-000"
"Crateús-CE","75 394","","","Rua Cel Totó, 544 – Crateús – CE – CEP: 63700-000"
"Craíbas-AL","25 390","","","Rua Pedro Gama, 122 – Craíbas – AL – CEP: 57320-000"
"Coxixola-PB","1 802","","","Avenida Manoel José das Neves, 42 – Coxixola – PB – CEP: 58588-000"
"Coxim-município-MS","32 151","","","R. 10 de Dezembro, 268 - Centro, Coxim - MS, 79400-000"
"Coxilha-RS","2 731","","","Avenida Fioravante Franciose, 68 – Coxilha – RS – CEP: 99145-000"
"Couto Magalhães-TO","5 009","","","Rua 5, 963 - Centro, Couto Magalhães - TO, 77750-000"
"Couto de Magalhães de Minas-MG","4 245","","","Rua Sebastião Francisco Mota, 45 – Couto de Magalhães de Minas – MG – CEP: 39188-000"
"Cotriguaçu-MT","19 254","","","Avenida 20 de Dezembro, 725 – Cotriguaçu – MT – CEP: 78330-000"
"Cotiporã-RS","3 824","","","Rua Silveira Martins, 163 – Cotiporã – RS – CEP: 95335-000"
"Cotia-SP","249 210","","","Avenida Prof Manoel José Pedroso, 1347 – Cotia – SP – CEP: 67171-100"
"Cotegipe-BA","13 063","","","Praça da Bandeira, s/n – Cotegipe – BA – CEP: 47900-000"
"Costa Rica-MS","21 142","","","Rua Ambrosina Paes Coelho, 228 – Costa Rica – MS – CEP: 79550-000"
"Costa Marques-RO","18 331","","","Avenida Chianca, 1381 – Costa Marques – RO – CEP:"
"Cosmorama-SP","7 214","","","Rua Joaquim da Costa Maciel, 1261 – Cosmorama – SP – CEP: 15530-000"
"Cosmópolis-SP","59 773","","","Rua Dr Campos Salles, 398 – Cosmópolis – SP – CEP: 13150-000"
"Coruripe-AL","56 933","","","Praça Dr Castro Azevedo, 47 – Coruripe – AL – CEP: 57230-000"
"Corupá-SC","15 337","","","Avenida Getúlio Vargas, 443 – Corupá – SC – CEP: 89278-000"
"Corumbiara-RO","7 391","","","Avenida Olavo Pires, 2129 – Corumbiara – RO – CEP:"
"Corumbataí-SP","4 027","","","Rua Quatro, 147 – Corumbataí – SP – CEP: 13540-000"
"Corumbataí do Sul-PR","4 003","","","Rua Tocantins, 157 – Corumbataí do Sul – PR – CEP: 86970-000"
"Corumbaíba-GO","9 332","","","Rua Simon Bolívar, 58 – Corumbaíba – GO – CEP: 75680-000"
"Corumbá-MS","96 268","","","Rua Gabriel V Barros, 1 – Corumbá – MS – CEP: 79333-141"
"Corumbá de Goiás-GO","10 562","","","Praça Valdemar Gomes Teles, 161 – Corumbá de Goiás – GO – CEP: 72960-000"
"Cortês-PE","12 624","","","Rua Coronel José Belarmino, 48 – Cortês – PE – CEP: 55525-000"
"Correntina-BA","32 191","","","Rua da Chácara, 445 – Correntina – BA – CEP: 47650-000"
"Correntes-PE","17 600","","","Praça Agamenon Magalhães, 64 – Correntes – PE – CEP: 55315-000"
"Corrente-PI","26 771","","","Avenida Manoel Lourenço Cavalcante, 600 – Corrente – PI – CEP: 64980-000"
"Correia Pinto-SC","14 794","","","Avenida Duque de Caxias, 1569 – Correia Pinto – SC – CEP: 88535-000"
"Córrego Novo-MG","2 814","","","Avenida Dr Mauro Lobo Martins, 127 – Córrego Novo – MG – CEP: 35345-000"
"Córrego Fundo-MG","5 821","","","Rua Joaquim Gonçalves da Fonseca, 493 – Córrego Fundo – MG – CEP: 35578-000"
"Córrego do Ouro-GO","2 629","","","Praça Cordeiro, 40 – Córrego do Ouro – GO – CEP: 76145-000"
"Córrego do Bom Jesus-MG","3 732","","","Rua 12 de Dezembro, 347 – Córrego do Bom Jesus – MG – CEP: 37605-000"
"Córrego Danta-MG","3 391","","","Avenida Francisco Campos, 27 – Córrego Danta – MG – CEP: 38990-000"
